Parameter,Point_Est,Analytic_SE,Boot_SE,Boot_CI_lo,Boot_CI_hi
log_capacity,-2.8000503862835235,0.1936131352005875,0.6261043942215574,-4.106386937297015,-1.5824327854605846
log_capother,0.9241938169238558,0.12339000927794573,0.4943050487311401,-0.10613758532432156,1.869244668283893
Ratio,-5.393770923299742,1.8540191650893012,2.8466957023806336,-12.201467968727924,-1.2984534410204571
emb_index,1.000027342661641,0.11963826628668776,0.45524467800322854,0.14081346999054242,1.8450394378994737
