ID,Year,State,Capacity,Quantity,Ratio,CapOther,Entered,Exited
COWY81226,1990,COWY,941.7,860,0.913242009,1587.75,FALSE,FALSE
COWY80522,1990,COWY,547.5,494,0.902283105,1981.95,TRUE,FALSE
COWY80540,1990,COWY,529.25,450,0.850259802,2000.2,FALSE,FALSE
COWY82070,1990,COWY,511,461,0.902152642,2018.45,FALSE,FALSE
COWY81226,1991,COWY,883.3,802,0.907958791,1478.25,FALSE,FALSE
COWY80522,1991,COWY,547.5,465,0.849315068,1814.05,TRUE,FALSE
COWY80540,1991,COWY,456.25,419,0.918356164,1905.3,FALSE,FALSE
COWY82070,1991,COWY,474.5,428,0.902002107,1887.05,FALSE,FALSE
COWY81226,1992,COWY,883.3,806,0.912487264,1478.25,FALSE,FALSE
COWY80522,1992,COWY,547.5,465,0.849315068,1814.05,TRUE,FALSE
COWY80540,1992,COWY,456.25,419,0.918356164,1905.3,FALSE,FALSE
COWY82070,1992,COWY,474.5,428,0.902002107,1887.05,FALSE,FALSE
COWY81226,1993,COWY,883.3,805,0.911355145,1478.25,FALSE,FALSE
COWY80522,1993,COWY,547.5,480,0.876712329,1814.05,TRUE,FALSE
COWY80540,1993,COWY,456.25,419,0.918356164,1905.3,FALSE,FALSE
COWY82070,1993,COWY,474.5,428,0.902002107,1887.05,FALSE,FALSE
COWY81226,1994,COWY,800.81,732,0.9140745,1341.01,FALSE,FALSE
COWY80522,1994,COWY,496.765,422,0.849496241,1645.055,TRUE,FALSE
COWY80540,1994,COWY,413.91,380,0.918073977,1727.91,FALSE,FALSE
COWY82070,1994,COWY,430.335,395,0.917889551,1711.485,FALSE,FALSE
COWY81226,1995,COWY,828.185,761,0.918876821,1570.96,FALSE,FALSE
COWY80522,1995,COWY,496.765,422,0.849496241,1902.38,TRUE,FALSE
COWY80540,1995,COWY,413.91,380,0.918073977,1985.235,FALSE,FALSE
COWY82070,1995,COWY,660.285,606,0.917785502,1738.86,FALSE,FALSE
COWY81226,1996,COWY,828.185,761,0.918876821,1596.875,FALSE,FALSE
COWY80522,1996,COWY,529.615,451,0.851561984,1895.445,TRUE,FALSE
COWY80540,1996,COWY,430.335,391,0.908594467,1994.725,FALSE,FALSE
COWY82070,1996,COWY,636.925,585,0.918475488,1788.135,FALSE,FALSE
COWY80522,1997,COWY,529.615,486,0.917647725,1948.37,TRUE,FALSE
COWY81226,1997,COWY,808.11,743,0.919429286,1669.875,FALSE,FALSE
COWY80540,1997,COWY,503.335,454,0.901983768,1974.65,FALSE,FALSE
COWY82070,1997,COWY,636.925,585,0.918475488,1841.06,FALSE,FALSE
COWY80522,1998,COWY,529.615,486,0.917647725,1954.575,TRUE,FALSE
COWY81226,1998,COWY,814.315,750,0.921019507,1669.875,FALSE,FALSE
COWY80540,1998,COWY,503.335,454,0.901983768,1980.855,FALSE,FALSE
COWY82070,1998,COWY,636.925,585,0.918475488,1847.265,FALSE,FALSE
FL33601A,1980,FL,1138.8,986,0.865823674,3087.9,FALSE,TRUE
FL33144,1980,FL,525.6,474,0.901826484,3701.1,FALSE,TRUE
FL33012,1980,FL,1350.5,1214,0.898926324,2876.2,FALSE,FALSE
FL33605,1980,FL,638.75,560,0.876712329,3587.95,FALSE,FALSE
FL33165,1980,FL,573.05,517,0.902190036,3653.65,FALSE,FALSE
FL33601A,1981,FL,1138.8,986,0.865823674,3098.85,FALSE,TRUE
FL33144,1981,FL,525.6,474,0.901826484,3712.05,FALSE,TRUE
FL33012,1981,FL,1350.5,1214,0.898926324,2887.15,FALSE,FALSE
FL33605,1981,FL,638.75,560,0.876712329,3598.9,FALSE,FALSE
FL33165,1981,FL,584,526,0.900684932,3653.65,FALSE,FALSE
FL33601A,1982,FL,657,572,0.870624049,3748.55,FALSE,TRUE
FL33144,1982,FL,525.6,474,0.901826484,3879.95,FALSE,TRUE
FL33012,1982,FL,1350.5,1214,0.898926324,3055.05,FALSE,FALSE
FL33605,1982,FL,1277.5,1120,0.876712329,3128.05,FALSE,FALSE
FL33165,1982,FL,594.95,536,0.900916043,3810.6,FALSE,FALSE
FL33601A,1983,FL,657,565,0.859969559,3657.3,FALSE,TRUE
FL33144,1983,FL,598.6,540,0.902104911,3715.7,FALSE,TRUE
FL33012,1983,FL,1259.25,1139,0.904506651,3055.05,FALSE,FALSE
FL33605,1983,FL,1204.5,1098,0.911581569,3109.8,FALSE,FALSE
FL33165,1983,FL,594.95,546,0.917724179,3719.35,FALSE,FALSE
FL33601A,1984,FL,657,565,0.859969559,3681.39,FALSE,TRUE
FL33144,1984,FL,598.6,540,0.902104911,3739.79,FALSE,TRUE
FL33012,1984,FL,1259.25,1139,0.904506651,3079.14,FALSE,FALSE
FL33605,1984,FL,1204.5,1086,0.901618929,3133.89,FALSE,FALSE
FL33165,1984,FL,619.04,568,0.917549754,3719.35,FALSE,FALSE
FL33601A,1985,FL,657,565,0.859969559,3668.98,FALSE,TRUE
FL33144,1985,FL,598.6,540,0.902104911,3727.38,FALSE,TRUE
FL33012,1985,FL,1259.25,1139,0.904506651,3066.73,FALSE,FALSE
FL33605,1985,FL,1204.5,1086,0.901618929,3121.48,FALSE,FALSE
FL33165,1985,FL,606.63,552,0.909945107,3719.35,FALSE,FALSE
FL33601A,1986,FL,657,565,0.859969559,3631.75,FALSE,TRUE
FL33144,1986,FL,598.6,540,0.902104911,3690.15,FALSE,TRUE
FL33012,1986,FL,1226.4,1138,0.927919113,3062.35,FALSE,FALSE
FL33605,1986,FL,1204.5,1086,0.901618929,3084.25,FALSE,FALSE
FL33165,1986,FL,602.25,542,0.899958489,3686.5,FALSE,FALSE
FL34601,1987,FL,657,599,0.911719939,3259.45,TRUE,FALSE
FL33012,1987,FL,1226.4,1124,0.916503588,2690.05,FALSE,FALSE
FL33605,1987,FL,1412.55,1274,0.901914976,2503.9,FALSE,FALSE
FL33165,1987,FL,620.5,564,0.9089444,3295.95,FALSE,FALSE
FL34601,1988,FL,657,571,0.869101979,3209.81,TRUE,FALSE
FL33165,1988,FL,607.36,554,0.912144362,3259.45,FALSE,FALSE
FL33605,1988,FL,1412.55,1200,0.84952745,2454.26,FALSE,FALSE
FL33012,1988,FL,1189.9,1092,0.917724179,2676.91,FALSE,FALSE
FL34601,1989,FL,657,599,0.911719939,3162.36,TRUE,FALSE
FL33165,1989,FL,608.82,562,0.923097139,3210.54,FALSE,FALSE
FL33605,1989,FL,1412.55,1200,0.84952745,2406.81,FALSE,FALSE
FL33012,1989,FL,1140.99,1048,0.9185006,2678.37,FALSE,FALSE
FL34601,1990,FL,657,571,0.869101979,3162.36,TRUE,FALSE
FL33165,1990,FL,608.82,564,0.926382182,3210.54,FALSE,FALSE
FL33605,1990,FL,1412.55,1200,0.84952745,2406.81,FALSE,FALSE
FL33012,1990,FL,1140.99,1028,0.900971963,2678.37,FALSE,FALSE
FL34601,1991,FL,657,571,0.869101979,3073.3,TRUE,FALSE
FL33165,1991,FL,609.55,564,0.925272742,3120.75,FALSE,FALSE
FL33012,1991,FL,1131.5,1007,0.889969068,2598.8,FALSE,FALSE
FL33605,1991,FL,1332.25,1200,0.900731845,2398.05,FALSE,FALSE
FL34601,1992,FL,657,571,0.869101979,3082.79,TRUE,FALSE
FL33012,1992,FL,1131.5,1007,0.889969068,2608.29,FALSE,FALSE
FL33165,1992,FL,602.25,552,0.916562889,3137.54,FALSE,FALSE
FL33605,1992,FL,1349.04,1216,0.901381723,2390.75,FALSE,FALSE
FL34601,1993,FL,657,571,0.869101979,3082.79,TRUE,FALSE
FL33012,1993,FL,1131.5,1007,0.889969068,2608.29,FALSE,FALSE
FL33165,1993,FL,602.25,552,0.916562889,3137.54,FALSE,FALSE
FL33605,1993,FL,1349.04,1216,0.901381723,2390.75,FALSE,FALSE
FL34601,1994,FL,596.045,518,0.8690619,2786.045,TRUE,FALSE
FL33012,1994,FL,1016.525,895,0.880450555,2365.565,FALSE,FALSE
FL33165,1994,FL,546.04,500,0.915683833,2836.05,FALSE,FALSE
FL33605,1994,FL,1223.48,1102,0.900709452,2158.61,FALSE,FALSE
FL34601,1995,FL,596.045,537,0.900938688,2812.325,TRUE,FALSE
FL33012,1995,FL,1042.805,881,0.844836762,2365.565,FALSE,FALSE
FL33165,1995,FL,546.04,500,0.915683833,2862.33,FALSE,FALSE
FL33605,1995,FL,1223.48,1102,0.900709452,2184.89,FALSE,FALSE
FL34601,1996,FL,596.045,547,0.917715944,2696.985,TRUE,FALSE
FL33012,1996,FL,943.525,866,0.917834716,2349.505,FALSE,FALSE
FL33165,1996,FL,529.98,494,0.932110646,2763.05,FALSE,FALSE
FL33605,1996,FL,1223.48,1102,0.900709452,2069.55,FALSE,FALSE
FL34601,1997,FL,596.045,545,0.914360493,2696.985,TRUE,FALSE
FL33012,1997,FL,943.525,866,0.917834716,2349.505,FALSE,FALSE
FL33165,1997,FL,529.98,494,0.932110646,2763.05,FALSE,FALSE
FL33605,1997,FL,1223.48,1102,0.900709452,2069.55,FALSE,FALSE
FL34601,1998,FL,596.045,545,0.914360493,2767.065,TRUE,FALSE
FL33012,1998,FL,943.525,866,0.917834716,2419.585,FALSE,FALSE
FL33165,1998,FL,529.98,494,0.932110646,2833.13,FALSE,FALSE
FL33605,1998,FL,1293.56,1166,0.901388416,2069.55,FALSE,FALSE
GATN30153,1980,GATN,267.18,238,0.890785238,3052.86,FALSE,TRUE
GATN30318,1980,GATN,654.08,616,0.941780822,2665.96,FALSE,FALSE
GATN31013,1980,GATN,749.71,636,0.84832802,2570.33,FALSE,FALSE
GATN37405,1980,GATN,481.8,434,0.900788709,2838.24,FALSE,FALSE
GATN37924,1980,GATN,569.4,456,0.800842993,2750.64,FALSE,FALSE
GATN37662,1980,GATN,332.88,301,0.904229752,2987.16,FALSE,TRUE
GATN37380,1980,GATN,264.99,240,0.905694555,3055.05,FALSE,TRUE
GATN30318,1981,GATN,654.08,600,0.917318982,2508.28,FALSE,FALSE
GATN31013,1981,GATN,850.45,748,0.879534364,2311.91,FALSE,FALSE
GATN37405,1981,GATN,490.56,442,0.901011089,2671.8,FALSE,FALSE
GATN37924,1981,GATN,569.4,445,0.781524412,2592.96,FALSE,FALSE
GATN37662,1981,GATN,332.88,301,0.904229752,2829.48,FALSE,TRUE
GATN37380,1981,GATN,264.99,240,0.905694555,2897.37,FALSE,TRUE
GATN30318,1982,GATN,654.08,600,0.917318982,2497.33,FALSE,FALSE
GATN31013,1982,GATN,839.5,739,0.880285884,2311.91,FALSE,FALSE
GATN37924,1982,GATN,569.4,512,0.899192132,2582.01,FALSE,FALSE
GATN37662,1982,GATN,332.88,301,0.904229752,2818.53,FALSE,TRUE
GATN37380,1982,GATN,264.99,240,0.905694555,2886.42,FALSE,TRUE
GATN37405,1982,GATN,490.56,442,0.901011089,2660.85,FALSE,FALSE
GATN30318,1983,GATN,657,500,0.761035008,1930.85,FALSE,FALSE
GATN31013,1983,GATN,832.2,730,0.877192982,1755.65,FALSE,FALSE
GATN37924,1983,GATN,602.25,511,0.848484848,1985.6,FALSE,FALSE
GATN37405,1983,GATN,496.4,450,0.906526994,2091.45,FALSE,FALSE
GATN30318,1984,GATN,627.8,602,0.95890411,1930.85,FALSE,FALSE
GATN31013,1984,GATN,832.2,730,0.877192982,1726.45,FALSE,FALSE
GATN37924,1984,GATN,602.25,511,0.848484848,1956.4,FALSE,FALSE
GATN37405,1984,GATN,496.4,450,0.906526994,2062.25,FALSE,FALSE
GATN30318,1985,GATN,693.5,636,0.917087239,1930.85,FALSE,FALSE
GATN31013,1985,GATN,832.2,733,0.880797885,1792.15,FALSE,FALSE
GATN37924,1985,GATN,602.25,511,0.848484848,2022.1,FALSE,FALSE
GATN37405,1985,GATN,496.4,450,0.906526994,2127.95,FALSE,FALSE
GATN30318,1986,GATN,700.8,602,0.859018265,1967.35,FALSE,FALSE
GATN31013,1986,GATN,832.2,730,0.877192982,1835.95,FALSE,FALSE
GATN37924,1986,GATN,638.75,543,0.850097847,2029.4,FALSE,FALSE
GATN37405,1986,GATN,496.4,450,0.906526994,2171.75,FALSE,FALSE
GATN30318,1987,GATN,711.75,612,0.859852476,2066.995,FALSE,FALSE
GATN31013,1987,GATN,874.175,766,0.876254754,1904.57,FALSE,FALSE
GATN37924,1987,GATN,693.5,599,0.863734679,2085.245,FALSE,FALSE
GATN37405,1987,GATN,499.32,450,0.901225667,2279.425,FALSE,FALSE
GATN30318,1988,GATN,711.75,612,0.859852476,2079.77,FALSE,FALSE
GATN31013,1988,GATN,874.175,766,0.876254754,1917.345,FALSE,FALSE
GATN37405,1988,GATN,499.32,450,0.901225667,2292.2,FALSE,FALSE
GATN37924,1988,GATN,706.275,600,0.84952745,2085.245,FALSE,FALSE
GATN30318,1989,GATN,711.75,612,0.859852476,2079.77,FALSE,FALSE
GATN31013,1989,GATN,874.175,766,0.876254754,1917.345,FALSE,FALSE
GATN37405,1989,GATN,499.32,450,0.901225667,2292.2,FALSE,FALSE
GATN37924,1989,GATN,706.275,600,0.84952745,2085.245,FALSE,FALSE
GATN30318,1990,GATN,711.75,612,0.859852476,2071.01,FALSE,FALSE
GATN31013,1990,GATN,874.175,766,0.876254754,1908.585,FALSE,FALSE
GATN37405,1990,GATN,490.56,450,0.917318982,2292.2,FALSE,FALSE
GATN37924,1990,GATN,706.275,600,0.84952745,2076.485,FALSE,FALSE
GATN30318,1991,GATN,686.2,602,0.877295249,2016.625,FALSE,FALSE
GATN31013,1991,GATN,876,768,0.876712329,1826.825,FALSE,FALSE
GATN37405,1991,GATN,474.5,430,0.906217071,2228.325,FALSE,FALSE
GATN37924,1991,GATN,666.125,600,0.900731845,2036.7,FALSE,FALSE
GATN30318,1992,GATN,686.2,602,0.877295249,1994.725,FALSE,FALSE
GATN31013,1992,GATN,876,768,0.876712329,1804.925,FALSE,FALSE
GATN37405,1992,GATN,474.5,430,0.906217071,2206.425,FALSE,FALSE
GATN37924,1992,GATN,644.225,600,0.931351624,2036.7,FALSE,FALSE
GATN30318,1993,GATN,686.2,602,0.877295249,2022.1,FALSE,FALSE
GATN31013,1993,GATN,903.375,792,0.876712329,1804.925,FALSE,FALSE
GATN37405,1993,GATN,474.5,430,0.906217071,2233.8,FALSE,FALSE
GATN37924,1993,GATN,644.225,600,0.931351624,2064.075,FALSE,FALSE
GATN30318,1994,GATN,622.69,546,0.876840804,1827.92,FALSE,FALSE
GATN31013,1994,GATN,794.605,697,0.877165384,1656.005,FALSE,FALSE
GATN37405,1994,GATN,437.27,398,0.910192787,2013.34,FALSE,FALSE
GATN37924,1994,GATN,596.045,555,0.93113775,1854.565,FALSE,FALSE
GATN30318,1995,GATN,622.69,546,0.876840804,1935.23,FALSE,FALSE
GATN31013,1995,GATN,865.78,731,0.844325348,1692.14,FALSE,FALSE
GATN37405,1995,GATN,437.27,398,0.910192787,2120.65,FALSE,FALSE
GATN37924,1995,GATN,632.18,580,0.917460217,1925.74,FALSE,FALSE
GATN30318,1996,GATN,625.61,558,0.891929477,1926.835,FALSE,FALSE
GATN31013,1996,GATN,857.385,723,0.843261779,1695.06,FALSE,FALSE
GATN37405,1996,GATN,437.27,398,0.910192787,2115.175,FALSE,FALSE
GATN37924,1996,GATN,632.18,580,0.917460217,1920.265,FALSE,FALSE
GATN30318,1997,GATN,625.61,562,0.898323237,1996.55,FALSE,FALSE
GATN31013,1997,GATN,867.24,742,0.855587842,1754.92,FALSE,FALSE
GATN37405,1997,GATN,437.27,398,0.910192787,2184.89,FALSE,FALSE
GATN37924,1997,GATN,692.04,635,0.917577019,1930.12,FALSE,FALSE
GATN30318,1998,GATN,625.61,566,0.904716996,1819.16,FALSE,FALSE
GATN31013,1998,GATN,660.285,561,0.849633113,1784.485,FALSE,FALSE
GATN37405,1998,GATN,437.27,398,0.910192787,2007.5,FALSE,FALSE
GATN37924,1998,GATN,721.605,662,0.917399408,1723.165,FALSE,FALSE
IANBSD50401,1980,IANBSD,894.25,762,0.852110707,4743.905,FALSE,FALSE
IANBSD52808,1980,IANBSD,547.5,516,0.942465753,5090.655,FALSE,FALSE
IANBSD50321,1980,IANBSD,419.75,380,0.905300774,5218.405,FALSE,TRUE
IANBSD50401A,1980,IANBSD,1022,864,0.845401174,4616.155,FALSE,FALSE
IANBSD50265,1980,IANBSD,439.825,397,0.902631729,5198.33,FALSE,TRUE
IANBSD68037,1980,IANBSD,894.615,760,0.84952745,4743.54,FALSE,FALSE
IANBSD68978,1980,IANBSD,252.215,244,0.967428583,5385.94,FALSE,TRUE
IANBSD57709,1980,IANBSD,1168,906,0.775684932,4470.155,FALSE,FALSE
IANBSD50401,1981,IANBSD,912.5,775,0.849315068,4637.325,FALSE,FALSE
IANBSD52808,1981,IANBSD,953.745,810,0.849283614,4596.08,FALSE,FALSE
IANBSD50321,1981,IANBSD,419.75,380,0.905300774,5130.075,FALSE,TRUE
IANBSD50401A,1981,IANBSD,1022,864,0.845401174,4527.825,FALSE,FALSE
IANBSD68037,1981,IANBSD,894.615,760,0.84952745,4655.21,FALSE,FALSE
IANBSD68978,1981,IANBSD,252.215,236,0.935709613,5297.61,FALSE,TRUE
IANBSD57709,1981,IANBSD,1095,956,0.873059361,4454.825,FALSE,FALSE
IANBSD50401,1982,IANBSD,912.5,776,0.850410959,4446.065,FALSE,FALSE
IANBSD52808,1982,IANBSD,949,809,0.852476291,4409.565,FALSE,FALSE
IANBSD50401A,1982,IANBSD,1022,865,0.846379648,4336.565,FALSE,FALSE
IANBSD68037,1982,IANBSD,1127.85,958,0.849403733,4230.715,FALSE,FALSE
IANBSD68978,1982,IANBSD,252.215,225,0.892096029,5106.35,FALSE,TRUE
IANBSD57709,1982,IANBSD,1095,956,0.873059361,4263.565,FALSE,FALSE
IANBSD52808,1983,IANBSD,949,780,0.821917808,4887.715,FALSE,FALSE
IANBSD50401,1983,IANBSD,912.5,779,0.85369863,4924.215,FALSE,FALSE
IANBSD50321,1983,IANBSD,419.75,381,0.907683145,5416.965,FALSE,TRUE
IANBSD50401A,1983,IANBSD,1022,859,0.840508806,4814.715,FALSE,FALSE
IANBSD68037,1983,IANBSD,1131.5,961,0.849315068,4705.215,FALSE,FALSE
IANBSD68978,1983,IANBSD,252.215,225,0.892096029,5584.5,FALSE,TRUE
IANBSD57709,1983,IANBSD,1149.75,943,0.8201783,4686.965,FALSE,FALSE
IANBSD52808,1984,IANBSD,949,832,0.876712329,4847.2,FALSE,FALSE
IANBSD50401,1984,IANBSD,912.5,775,0.849315068,4883.7,FALSE,FALSE
IANBSD50321,1984,IANBSD,383.25,316,0.824527071,5412.95,FALSE,TRUE
IANBSD50401A,1984,IANBSD,1022,872,0.853228963,4774.2,FALSE,FALSE
IANBSD68037,1984,IANBSD,1131.5,961,0.849315068,4664.7,FALSE,FALSE
IANBSD68978,1984,IANBSD,248.2,222,0.894439968,5548,FALSE,TRUE
IANBSD57709,1984,IANBSD,1149.75,943,0.8201783,4646.45,FALSE,FALSE
IANBSD52808,1985,IANBSD,949,780,0.821917808,5026.05,FALSE,FALSE
IANBSD50401,1985,IANBSD,912.5,775,0.849315068,5062.55,FALSE,FALSE
IANBSD50321,1985,IANBSD,383.25,316,0.824527071,5591.8,FALSE,TRUE
IANBSD50401A,1985,IANBSD,1204.5,887,0.736405147,4770.55,FALSE,FALSE
IANBSD68037,1985,IANBSD,1131.5,961,0.849315068,4843.55,FALSE,FALSE
IANBSD68978,1985,IANBSD,244.55,219,0.895522388,5730.5,FALSE,TRUE
IANBSD57709,1985,IANBSD,1149.75,943,0.8201783,4825.3,FALSE,FALSE
IANBSD52808,1986,IANBSD,985.5,851,0.863521055,4799.75,FALSE,FALSE
IANBSD50401,1986,IANBSD,255.5,217,0.849315068,5529.75,FALSE,FALSE
IANBSD504010,1986,IANBSD,675.25,573,0.848574602,5110,TRUE,TRUE
IANBSD50321,1986,IANBSD,383.25,316,0.824527071,5402,FALSE,TRUE
IANBSD50401A,1986,IANBSD,1204.5,892,0.740556247,4580.75,FALSE,FALSE
IANBSD68037,1986,IANBSD,1131.5,961,0.849315068,4653.75,FALSE,FALSE
IANBSD57709,1986,IANBSD,1149.75,944,0.821048054,4635.5,FALSE,FALSE
IANBSD52808,1987,IANBSD,985.5,851,0.863521055,4854.5,FALSE,FALSE
IANBSD50401,1987,IANBSD,255.5,217,0.849315068,5584.5,FALSE,FALSE
IANBSD504010,1987,IANBSD,730,620,0.849315068,5110,TRUE,TRUE
IANBSD50321,1987,IANBSD,383.25,300,0.782778865,5456.75,FALSE,TRUE
IANBSD50401A,1987,IANBSD,1204.5,892,0.740556247,4635.5,FALSE,FALSE
IANBSD68037,1987,IANBSD,1131.5,961,0.849315068,4708.5,FALSE,FALSE
IANBSD57709,1987,IANBSD,1149.75,944,0.821048054,4690.25,FALSE,FALSE
IANBSD52808,1988,IANBSD,985.5,851,0.863521055,4726.75,FALSE,FALSE
IANBSD50401,1988,IANBSD,857.75,729,0.849897989,4854.5,FALSE,FALSE
IANBSD50321,1988,IANBSD,383.25,300,0.782778865,5329,FALSE,TRUE
IANBSD50401A,1988,IANBSD,1204.5,890,0.738895807,4507.75,FALSE,FALSE
IANBSD68037,1988,IANBSD,1131.5,961,0.849315068,4580.75,FALSE,FALSE
IANBSD57709,1988,IANBSD,1149.75,944,0.821048054,4562.5,FALSE,FALSE
IANBSD52808,1989,IANBSD,949,858,0.904109589,4544.25,FALSE,FALSE
IANBSD50401A,1989,IANBSD,1204.5,890,0.738895807,4288.75,FALSE,FALSE
IANBSD50401,1989,IANBSD,894.25,760,0.849874196,4599,FALSE,FALSE
IANBSD50321,1989,IANBSD,383.25,300,0.782778865,5110,FALSE,TRUE
IANBSD68037,1989,IANBSD,1131.5,961,0.849315068,4361.75,FALSE,FALSE
IANBSD57709,1989,IANBSD,930.75,766,0.822992211,4562.5,FALSE,FALSE
IANBSD50401A,1990,IANBSD,1012.875,888,0.876712329,4288.75,FALSE,FALSE
IANBSD52808,1990,IANBSD,949,858,0.904109589,4352.625,FALSE,FALSE
IANBSD50401,1990,IANBSD,894.25,760,0.849874196,4407.375,FALSE,FALSE
IANBSD50321,1990,IANBSD,383.25,300,0.782778865,4918.375,FALSE,TRUE
IANBSD68037,1990,IANBSD,1131.5,961,0.849315068,4170.125,FALSE,FALSE
IANBSD57709,1990,IANBSD,930.75,766,0.822992211,4370.875,FALSE,FALSE
IANBSD50401A,1991,IANBSD,1049.375,864,0.82334723,3927.4,FALSE,FALSE
IANBSD52808,1991,IANBSD,949,871,0.917808219,4027.775,FALSE,FALSE
IANBSD50401,1991,IANBSD,894.25,760,0.849874196,4082.525,FALSE,FALSE
IANBSD68037,1991,IANBSD,1168,976,0.835616438,3808.775,FALSE,FALSE
IANBSD57709,1991,IANBSD,916.15,752,0.820826284,4060.625,FALSE,FALSE
IANBSD50401A,1992,IANBSD,1049.375,864,0.82334723,3927.4,FALSE,FALSE
IANBSD52808,1992,IANBSD,949,894,0.942044257,4027.775,FALSE,FALSE
IANBSD50401,1992,IANBSD,894.25,760,0.849874196,4082.525,FALSE,FALSE
IANBSD68037,1992,IANBSD,1168,976,0.835616438,3808.775,FALSE,FALSE
IANBSD57709,1992,IANBSD,916.15,752,0.820826284,4060.625,FALSE,FALSE
IANBSD50401A,1993,IANBSD,1049.375,854,0.813817749,3909.15,FALSE,FALSE
IANBSD52808,1993,IANBSD,949,894,0.942044257,4009.525,FALSE,FALSE
IANBSD50401,1993,IANBSD,894.25,760,0.849874196,4064.275,FALSE,FALSE
IANBSD68037,1993,IANBSD,1168,976,0.835616438,3790.525,FALSE,FALSE
IANBSD57709,1993,IANBSD,897.9,752,0.837509745,4060.625,FALSE,FALSE
IANBSD50401A,1994,IANBSD,951.555,835,0.877511021,3740.885,FALSE,FALSE
IANBSD52808,1994,IANBSD,989.88,843,0.851618378,3702.56,FALSE,FALSE
IANBSD50401,1994,IANBSD,860.67,725,0.842366993,3831.77,FALSE,FALSE
IANBSD68037,1994,IANBSD,1059.595,885,0.835224779,3632.845,FALSE,FALSE
IANBSD57709,1994,IANBSD,830.74,682,0.820954811,3861.7,FALSE,FALSE
IANBSD50401A,1995,IANBSD,951.555,835,0.877511021,3903.675,FALSE,FALSE
IANBSD52808,1995,IANBSD,989.88,843,0.851618378,3865.35,FALSE,FALSE
IANBSD50401,1995,IANBSD,860.67,731,0.849338306,3994.56,FALSE,FALSE
IANBSD68037,1995,IANBSD,1059.595,885,0.835224779,3795.635,FALSE,FALSE
IANBSD57709,1995,IANBSD,993.53,812,0.817287852,3861.7,FALSE,FALSE
IANBSD50401A,1996,IANBSD,951.555,835,0.877511021,3837.245,FALSE,FALSE
IANBSD52808,1996,IANBSD,989.88,843,0.851618378,3798.92,FALSE,FALSE
IANBSD50401,1996,IANBSD,860.67,731,0.849338306,3928.13,FALSE,FALSE
IANBSD68037,1996,IANBSD,993.165,843,0.848801559,3795.635,FALSE,FALSE
IANBSD57709,1996,IANBSD,993.53,812,0.817287852,3795.27,FALSE,FALSE
IANBSD50401A,1997,IANBSD,951.555,835,0.877511021,3851.115,FALSE,FALSE
IANBSD52808,1997,IANBSD,1003.75,855,0.851805729,3798.92,FALSE,FALSE
IANBSD50401,1997,IANBSD,860.67,731,0.849338306,3942,FALSE,FALSE
IANBSD68037,1997,IANBSD,993.165,843,0.848801559,3809.505,FALSE,FALSE
IANBSD57709,1997,IANBSD,993.53,812,0.817287852,3809.14,FALSE,FALSE
IANBSD50401A,1998,IANBSD,968.345,852,0.879851706,3851.115,FALSE,FALSE
IANBSD52808,1998,IANBSD,1003.75,855,0.851805729,3815.71,FALSE,FALSE
IANBSD50401,1998,IANBSD,860.67,755,0.877223558,3958.79,FALSE,FALSE
IANBSD68037,1998,IANBSD,993.165,843,0.848801559,3826.295,FALSE,FALSE
IANBSD57709,1998,IANBSD,993.53,812,0.817287852,3825.93,FALSE,FALSE
IDMTUT83245,1980,IDMTUT,233.6,210,0.898972603,1566.945,FALSE,FALSE
IDMTUT59752,1980,IDMTUT,343.465,304,0.885097463,1457.08,FALSE,FALSE
IDMTUT59634,1980,IDMTUT,346.75,304,0.876712329,1453.795,FALSE,FALSE
IDMTUT84050,1980,IDMTUT,365.73,329,0.899570722,1434.815,FALSE,FALSE
IDMTUT84104,1980,IDMTUT,511,420,0.821917808,1289.545,FALSE,TRUE
IDMTUT83245,1981,IDMTUT,233.6,210,0.898972603,2230.515,FALSE,FALSE
IDMTUT59752,1981,IDMTUT,343.465,301,0.876362948,2120.65,FALSE,FALSE
IDMTUT59634,1981,IDMTUT,346.75,304,0.876712329,2117.365,FALSE,FALSE
IDMTUT84050,1981,IDMTUT,365.73,334,0.913242009,2098.385,FALSE,FALSE
IDMTUT84104,1981,IDMTUT,511,420,0.821917808,1953.115,FALSE,TRUE
IDMTUT84648,1981,IDMTUT,663.57,600,0.904200009,1800.545,TRUE,FALSE
IDMTUT83245,1982,IDMTUT,233.6,210,0.898972603,2223.945,FALSE,FALSE
IDMTUT59752,1982,IDMTUT,343.465,316,0.92003552,2114.08,FALSE,FALSE
IDMTUT59634,1982,IDMTUT,346.75,304,0.876712329,2110.795,FALSE,FALSE
IDMTUT84050,1982,IDMTUT,365.73,328,0.896836464,2091.815,FALSE,FALSE
IDMTUT84104,1982,IDMTUT,511,420,0.821917808,1946.545,FALSE,TRUE
IDMTUT84648,1982,IDMTUT,657,603,0.917808219,1800.545,TRUE,FALSE
IDMTUT83245,1983,IDMTUT,233.6,210,0.898972603,2169.195,FALSE,FALSE
IDMTUT59752,1983,IDMTUT,343.465,316,0.92003552,2059.33,FALSE,FALSE
IDMTUT59634,1983,IDMTUT,346.75,304,0.876712329,2056.045,FALSE,FALSE
IDMTUT84050,1983,IDMTUT,365.73,328,0.896836464,2037.065,FALSE,FALSE
